RWrist:X,RWrist:Y,RWrist:Z,RElbow:X,RElbow:Y,RElbow:Z,LWrist:X,LWrist:Y,LWrist:Z,LElbow:X,LElbow:Y,LElbow:Z,RShoulder:X,RShoulder:Y,RShoulder:Z,LShoulder:X,LShoulder:Y,LShoulder:Z,RHip:X,RHip:Y,RHip:Z,LHip:X,LHip:Y,LHip:Z,RKnee:X,RKnee:Y,RKnee:Z,LKnee:X,LKnee:Y,LKnee:Z,RAnkle:X,RAnkle:Y,RAnkle:Z,LAnkle:X,LAnkle:Y,LAnkle:Z
0.2566865,0.2777881,0.9984833,0.06382169,0.232911,1.149472,0.2178865,0.8025603,0.9948099,0.06355616,0.8193969,1.189508,0.1229948,0.3435537,1.417917,0.1397728,0.6840743,1.441866,0.1133239,0.3950387,1.002263,0.1410561,0.6394156,0.9692625,0.2008404,0.3904436,0.5382741,0.2394638,0.6706827,0.5084962,0.1011703,0.4123167,0.08089446,0.1208762,0.7814357,0.06886103
0.2495444,0.2851282,1.002097,0.05213344,0.2441959,1.148254,0.2379963,0.8066906,0.995181,0.08405143,0.833281,1.189095,0.1157644,0.3527295,1.41654,0.1536892,0.6915318,1.439821,0.1095349,0.4039798,1.001343,0.1515271,0.6462225,0.9676787,0.2010115,0.3922463,0.5382443,0.2434779,0.6733164,0.505317,0.1015709,0.4136206,0.08079111,0.136115,0.8026587,0.06787892
0.2402172,0.2915372,1.003501,0.03949754,0.2581596,1.147049,0.2582234,0.8097877,0.9949493,0.105542,0.8467438,1.188162,0.1083775,0.3639048,1.415152,0.1672619,0.6995168,1.437803,0.1053071,0.4128683,1.000205,0.1619129,0.6520681,0.9661834,0.2008209,0.3942716,0.5381466,0.2474938,0.6768063,0.5024688,0.1020562,0.414679,0.08050284,0.140797,0.8171164,0.06826009
0.22894,0.2973532,1.002822,0.02622274,0.2753531,1.145756,0.2792401,0.8117479,0.9939623,0.1285435,0.858165,1.186692,0.1006384,0.3767061,1.414076,0.1823824,0.7075762,1.436152,0.1007694,0.4224728,0.9992579,0.1720887,0.6576455,0.9648261,0.2002029,0.3962754,0.5383967,0.2519671,0.6822653,0.5000889,0.1026964,0.4159197,0.08044989,0.1406607,0.8244732,0.06765847
0.2151261,0.3026924,1.001319,0.01201747,0.2948889,1.145175,0.3006701,0.8131642,0.9929335,0.1528854,0.8691704,1.185369,0.09319112,0.3906453,1.413591,0.1978953,0.714896,1.434326,0.0958814,0.4324301,0.9985642,0.1812567,0.6628362,0.9638898,0.1981099,0.3985834,0.5388142,0.253811,0.6891453,0.4980454,0.1031891,0.4172938,0.0802854,0.1403702,0.8241719,0.06387103
0.1989371,0.3079214,0.9999874,-0.003048071,0.3174959,1.14531,0.3205597,0.8121969,0.9928942,0.1795744,0.883665,1.185311,0.08624253,0.4047765,1.414039,0.2118665,0.7209284,1.43083,0.09053064,0.4434003,0.9983627,0.1891855,0.668406,0.9634652,0.1939235,0.401925,0.5394989,0.2522292,0.6956339,0.4962913,0.1034613,0.4187272,0.07999589,0.1377624,0.8207694,0.05943117
0.1808368,0.3135779,0.9990935,-0.01820944,0.3412116,1.146149,0.3422108,0.8093366,0.9927926,0.2053986,0.8904406,1.184399,0.07858471,0.4214028,1.414489,0.2286169,0.7266167,1.430221,0.08464802,0.453382,0.9987671,0.1949641,0.6729523,0.9641628,0.1876221,0.4063036,0.54035,0.2496677,0.7010584,0.495991,0.1032696,0.4202901,0.07959215,0.1352977,0.8186512,0.05701516
0.161183,0.3205727,0.9994711,-0.03347719,0.365288,1.148187,0.3641071,0.8040492,0.9934445,0.2318448,0.8947509,1.18394,0.07168664,0.4366789,1.415862,0.2446359,0.7305002,1.43024,0.07875741,0.4633138,0.9999941,0.1998628,0.6771585,0.9656119,0.179469,0.4114271,0.5415933,0.2477642,0.7047487,0.4966646,0.1028668,0.4224574,0.0794038,0.1357912,0.8196712,0.05636562
0.1404945,0.3279211,1.001936,-0.04867056,0.3901064,1.151462,0.3855253,0.7961686,0.9953716,0.2586911,0.8974585,1.184216,0.06546324,0.4522949,1.417755,0.2596536,0.7327212,1.430521,0.07286255,0.4744219,1.001211,0.2051236,0.6815103,0.9665754,0.169129,0.4176515,0.5424337,0.2470476,0.7079048,0.4969873,0.1015931,0.4253859,0.07876596,0.1366741,0.8221835,0.0561172
0.11904,0.3357803,1.006115,-0.06337108,0.4157293,1.155591,0.4050247,0.7856024,0.9990539,0.2865284,0.9008482,1.185295,0.05929329,0.4681493,1.420187,0.2732089,0.733672,1.429591,0.06744971,0.485148,1.002668,0.2102425,0.6849464,0.9670442,0.1571364,0.4238648,0.5431386,0.248189,0.7095001,0.4970182,0.1000189,0.4292858,0.07803978,0.1378834,0.8247684,0.05638888
0.09770121,0.3428093,1.011589,-0.07722837,0.439474,1.160128,0.4239591,0.7709595,1.003373,0.3132558,0.8991838,1.185888,0.05375559,0.4828942,1.422357,0.2855904,0.7334949,1.429994,0.06189268,0.4966385,1.004148,0.2154595,0.6880178,0.9671422,0.1452059,0.4301049,0.5441494,0.2493984,0.709397,0.4966548,0.09780289,0.4346141,0.0779506,0.1386912,0.8262319,0.05653906
0.07683239,0.349125,1.018217,-0.08993717,0.4617553,1.164882,0.4407917,0.7522464,1.00864,0.3394345,0.8943805,1.186216,0.04849539,0.4962035,1.424604,0.2965482,0.7321086,1.430418,0.05625734,0.507989,1.005811,0.2206849,0.6896973,0.9667745,0.1332346,0.4367831,0.5454088,0.2479974,0.7077388,0.4957163,0.09535918,0.4411384,0.07833797,0.1393106,0.8282394,0.05608563
0.0566116,0.3549149,1.025739,-0.10166,0.4824966,1.16955,0.4556815,0.7289408,1.014481,0.3643548,0.8847052,1.185961,0.0430201,0.508783,1.426809,0.306275,0.7297212,1.431751,0.04916419,0.5212399,1.006359,0.22583,0.6909103,0.9666174,0.1218839,0.4438395,0.5462636,0.250402,0.7055127,0.4952892,0.09329006,0.4488247,0.07853901,0.1395737,0.8286529,0.05692644
0.03649266,0.3585413,1.034,-0.1122746,0.5016688,1.173253,0.4670278,0.7011362,1.021515,0.3880309,0.8715446,1.185005,0.03835118,0.5210463,1.427698,0.3141379,0.7275639,1.433229,0.04325924,0.532174,1.007491,0.229729,0.6906182,0.9662274,0.1099336,0.4511681,0.5471007,0.2530037,0.7027754,0.4947639,0.09226165,0.4571774,0.07884827,0.1402923,0.8293192,0.05785298
0.01732884,0.3609699,1.043425,-0.1213142,0.5197363,1.176014,0.4724211,0.6724829,1.030787,0.412466,0.8593155,1.184109,0.03308716,0.5335692,1.42855,0.3199915,0.724086,1.431025,0.03731933,0.543338,1.008287,0.2328349,0.6901162,0.9657665,0.0985265,0.4580271,0.5479158,0.2554627,0.7003313,0.4942255,0.08955994,0.4652226,0.07943255,0.1411342,0.830318,0.05874785
-0.0003180322,0.3631477,1.053491,-0.1297949,0.5354562,1.178206,0.4748243,0.6400433,1.040327,0.4324374,0.8402102,1.182261,0.02737445,0.5454882,1.42921,0.3254723,0.7192247,1.43071,0.03216197,0.5536926,1.008845,0.2351263,0.6897135,0.9654631,0.08789945,0.4630518,0.5487971,0.2570151,0.6988218,0.4938645,0.08336693,0.4725579,0.08029119,0.1418843,0.8311164,0.05929418
-0.01723431,0.3645377,1.06451,-0.1373269,0.5496095,1.179986,0.4729349,0.6053696,1.051448,0.4498662,0.8173211,1.180107,0.02138662,0.5569688,1.430109,0.3290944,0.7139536,1.430177,0.02827881,0.5637396,1.008949,0.2374335,0.6899545,0.9653332,0.07777714,0.4661046,0.5496193,0.25805,0.6981665,0.4936608,0.07371206,0.4804407,0.08123194,0.1419941,0.8317841,0.05974177
-0.03378287,0.3651868,1.076679,-0.144539,0.5621477,1.181311,0.4665245,0.569985,1.063807,0.4641278,0.7911958,1.178126,0.0151433,0.5672029,1.430874,0.3311967,0.7080323,1.42956,0.02496676,0.5725624,1.008607,0.2392315,0.6899797,0.9652251,0.06725354,0.4676561,0.5501608,0.258625,0.6979491,0.4934967,0.05960329,0.4891452,0.08209196,0.1423122,0.8323578,0.05989096
-0.0505247,0.3654675,1.089564,-0.1510351,0.5736735,1.182065,0.4564447,0.5351307,1.077186,0.4747376,0.7626083,1.176825,0.008689933,0.5776061,1.431621,0.3318,0.7017839,1.429164,0.02243578,0.580107,1.008297,0.2409025,0.6896212,0.9652027,0.05643207,0.4691371,0.5505896,0.258514,0.6980388,0.4934123,0.0429509,0.4987071,0.08309347,0.1428748,0.8331446,0.05984299
-0.06645747,0.3665753,1.102508,-0.1567017,0.5846972,1.1818,0.4430546,0.5017208,1.09193,0.4811395,0.732745,1.1767,0.002354404,0.5873082,1.4318,0.3314722,0.6951649,1.429669,0.02100026,0.5869498,1.008031,0.242674,0.6899183,0.9651772,0.04569274,0.471075,0.5509425,0.2545713,0.6993992,0.4932283,0.02492057,0.5090741,0.08432345,0.1440842,0.8359552,0.05877068
-0.08255254,0.3659888,1.115599,-0.1638093,0.5916035,1.182709,0.4265051,0.4706274,1.107382,0.4833272,0.7026443,1.177725,-0.004400447,0.5958556,1.432462,0.3300892,0.6884302,1.430948,0.01930145,0.5914172,1.008159,0.2437848,0.6880249,0.9651206,0.03519825,0.4733496,0.5512418,0.2501701,0.700973,0.4931472,0.00597041,0.5198187,0.08584405,0.1453704,0.8386633,0.05763973
-0.09575572,0.3677197,1.12584,-0.1714913,0.5977337,1.183859,0.4080661,0.4422412,1.123148,0.4818111,0.6732355,1.179822,-0.01128093,0.6020626,1.433097,0.3274536,0.6817368,1.432621,0.01755477,0.5945964,1.00821,0.2442595,0.6857377,0.9648921,0.0248538,0.4763565,0.5511186,0.2464718,0.702628,0.4930054,-0.01290039,0.5308324,0.0872051,0.1466152,0.8409033,0.05652298
-0.1089109,0.3688257,1.136039,-0.1800217,0.6024594,1.184691,0.3873017,0.4166783,1.139159,0.4769093,0.6448876,1.182744,-0.01827136,0.6075151,1.432918,0.3238489,0.6748413,1.434698,0.01553166,0.5964087,1.008187,0.2441186,0.6828534,0.9651347,0.01449509,0.4798656,0.5506034,0.2475834,0.7026969,0.4933705,-0.03164662,0.5416232,0.08836355,0.146598,0.8404158,0.05697182
-0.1204164,0.3713149,1.145394,-0.1885238,0.6075442,1.184961,0.3653745,0.3938093,1.154566,0.4691785,0.6179657,1.185987,-0.02526195,0.6119429,1.43221,0.3195032,0.6678922,1.436807,0.01306212,0.5976852,1.007934,0.2434262,0.6794569,0.9652259,0.003703145,0.484253,0.5496636,0.2459543,0.7019814,0.4935761,-0.04915088,0.5518249,0.08895844,0.1467482,0.8406965,0.05708478
-0.1344977,0.3691529,1.152908,-0.1962737,0.6083137,1.18444,0.3436715,0.3732845,1.168702,0.459368,0.5927957,1.189625,-0.0328179,0.6152431,1.431503,0.3140554,0.6607383,1.438771,0.01002686,0.597708,1.007763,0.2420074,0.674798,0.9650972,-0.00732862,0.4889886,0.5485839,0.2432172,0.7010757,0.4936364,-0.06457974,0.5613619,0.08913516,0.1470293,0.8414776,0.05700894
-0.1462463,0.3696421,1.159487,-0.2049584,0.6104157,1.183765,0.3220052,0.3546581,1.181523,0.4479302,0.5691586,1.193401,-0.04048898,0.6175772,1.430148,0.3079939,0.6531951,1.440709,0.005994225,0.5969818,1.007487,0.2396221,0.6689743,0.9649045,-0.01855451,0.4937344,0.5473748,0.2398823,0.7000428,0.4937337,-0.07692677,0.5702367,0.08873682,0.14722,0.8420126,0.05685084
-0.1606129,0.3719065,1.16688,-0.2078453,0.6161698,1.177511,0.3011722,0.337334,1.192922,0.4355771,0.5469245,1.196886,-0.04636927,0.6280769,1.425684,0.3021261,0.6455789,1.442373,0.001232814,0.5966533,1.006787,0.2366015,0.6631008,0.964781,-0.02943833,0.4981495,0.5460021,0.236229,0.6989425,0.4939493,-0.08686031,0.5787115,0.08793967,0.1473586,0.842634,0.05684159
-0.1734721,0.3708923,1.172205,-0.2158036,0.6162607,1.175496,0.2815978,0.320813,1.202651,0.4225942,0.526054,1.200473,-0.0542835,0.6290027,1.423599,0.29475,0.6372643,1.443565,-0.004488818,0.5956191,1.0059,0.2326151,0.655909,0.9643662,-0.0395141,0.5021537,0.5443764,0.2320432,0.6977268,0.4940278,-0.09406625,0.5864584,0.08663687,0.1474382,0.8431017,0.05663041
-0.1868937,0.3685929,1.176951,-0.224194,0.6147773,1.173726,0.2635299,0.3047077,1.21084,0.4096635,0.5062122,1.203802,-0.06255996,0.629384,1.421651,0.2868148,0.6281374,1.444318,-0.01129706,0.5943528,1.004593,0.2275194,0.6479772,0.9637352,-0.04902545,0.5066185,0.5421583,0.2273917,0.6960172,0.4939912,-0.09816005,0.5928265,0.08415978,0.1474182,0.8434747,0.05641967
-0.201088,0.3657419,1.181594,-0.2327158,0.6125376,1.171592,0.2465254,0.2887809,1.217831,0.3968039,0.4870342,1.206849,-0.07097238,0.6300815,1.419255,0.2781342,0.6183305,1.444514,-0.01901538,0.5928186,1.003499,0.2213177,0.6392835,0.9627652,-0.05769097,0.5106162,0.5401271,0.2221792,0.6939443,0.4937463,-0.09747447,0.5950368,0.08088948,0.1473152,0.8437546,0.05606995
-0.2161755,0.3620804,1.186037,-0.2424478,0.6092256,1.170627,0.2308823,0.2728862,1.223813,0.3843364,0.468497,1.209782,-0.07977735,0.6308784,1.417356,0.26885,0.6078984,1.44438,-0.02737565,0.591518,1.002714,0.2142032,0.630474,0.9614796,-0.06556921,0.514124,0.5384755,0.2167223,0.6913494,0.4932328,-0.09559856,0.5931205,0.07753455,0.1469712,0.8438345,0.05563542
-0.2319427,0.3579905,1.190772,-0.2520828,0.6052862,1.169615,0.2163533,0.2568554,1.22885,0.3722339,0.4503702,1.212668,-0.08857462,0.6297022,1.415531,0.2593064,0.597068,1.444039,-0.03673735,0.5864221,1.003332,0.2054159,0.6189179,0.9599262,-0.07292204,0.5153275,0.5379259,0.2107294,0.687697,0.4927983,-0.09567324,0.5902715,0.0758929,0.1466685,0.8435654,0.05552319
-0.2487232,0.3537237,1.195756,-0.2623845,0.6009971,1.169724,0.2026155,0.2407112,1.233205,0.3603169,0.4326331,1.215745,-0.09745744,0.6285446,1.414358,0.2495302,0.5859357,1.443847,-0.04543879,0.5874712,1.002382,0.1976027,0.6119049,0.9586557,-0.07907663,0.5119575,0.5374817,0.2063029,0.6829302,0.4919148,-0.0972741,0.5893699,0.07565399,0.1457375,0.8427064,0.05555288
-0.2661232,0.3490753,1.200839,-0.27311,0.5961565,1.170665,0.1893845,0.2244485,1.236868,0.3485932,0.4150984,1.219152,-0.106398,0.6266282,1.413738,0.2394868,0.5744616,1.443885,-0.05457443,0.5859954,1.002082,0.1888482,0.6043766,0.9575199,-0.08461551,0.5064753,0.5376034,0.203095,0.6758782,0.4909882,-0.09926933,0.5884826,0.07644311,0.144731,0.841218,0.05640254
-0.2839057,0.3446401,1.205918,-0.2846214,0.5914134,1.172589,0.1765276,0.2079231,1.240337,0.3364891,0.397943,1.222635,-0.1154663,0.6242386,1.413659,0.2297841,0.5629236,1.444449,-0.06382117,0.5835693,1.001719,0.1798125,0.5976587,0.9567488,-0.0904332,0.5001763,0.5377107,0.2018416,0.6663956,0.4901042,-0.1010553,0.5872301,0.07736577,0.1437294,0.8390489,0.0583379
-0.3017606,0.3400324,1.211226,-0.2961673,0.5863703,1.175243,0.1640186,0.1911701,1.243781,0.3241748,0.3810602,1.22645,-0.1245408,0.6211193,1.414289,0.2198698,0.5514879,1.445267,-0.07285988,0.5806489,1.001135,0.1709212,0.592693,0.9563704,-0.09663063,0.4936778,0.5376301,0.202576,0.6547891,0.4893486,-0.1030748,0.5861672,0.07826866,0.1428474,0.8363448,0.06147207
-0.3197537,0.3354727,1.216353,-0.3081979,0.5813274,1.178533,0.151785,0.1742065,1.246934,0.3117223,0.3643734,1.230648,-0.1333207,0.6169422,1.415082,0.2101511,0.5405601,1.446165,-0.08133261,0.5777479,1.000688,0.1626009,0.5891201,0.9565822,-0.102861,0.489403,0.5373326,0.204833,0.6414857,0.4892049,-0.1043553,0.5853831,0.07864498,0.1420811,0.8329503,0.06610693
-0.3376546,0.3306222,1.221349,-0.3204817,0.5760119,1.182652,0.139486,0.1573313,1.2494,0.2989393,0.3480747,1.235251,-0.1422431,0.612038,1.416616,0.2004329,0.5298888,1.447491,-0.08916979,0.5752832,1.000842,0.1549061,0.5861188,0.9573939,-0.1084631,0.4880052,0.5371863,0.2081345,0.6269794,0.4899921,-0.1049579,0.5850884,0.0787419,0.1413695,0.8283533,0.07214124
-0.3551631,0.3258154,1.22622,-0.3323487,0.5707127,1.18732,0.127902,0.1410993,1.252068,0.2864062,0.3327776,1.24005,-0.1505923,0.6076664,1.418414,0.1911001,0.5196142,1.44937,-0.09627904,0.5735644,1.001515,0.1479838,0.5832577,0.9588547,-0.1129716,0.4884677,0.5373534,0.2119834,0.612221,0.4919152,-0.1047071,0.585018,0.07885751,0.1409416,0.8228252,0.07935337
-0.3714625,0.3207276,1.231089,-0.3437292,0.5651547,1.192428,0.1165225,0.1260759,1.25445,0.2742485,0.3185374,1.244977,-0.1588238,0.6029258,1.420877,0.182081,0.5096599,1.451817,-0.1024921,0.5728296,1.002164,0.1421038,0.5803204,0.9609941,-0.1166805,0.4900918,0.5374925,0.2157093,0.5983495,0.4949206,-0.1041154,0.584958,0.07874285,0.1407815,0.816135,0.08679862
-0.3867528,0.3158463,1.23555,-0.354413,0.5598496,1.197801,0.1057891,0.1124768,1.256873,0.2628497,0.3055814,1.249718,-0.1667018,0.5977035,1.423937,0.1736467,0.5000303,1.45475,-0.1078824,0.5725623,1.002587,0.1371443,0.5772018,0.9636186,-0.1195942,0.4919343,0.5374763,0.2188473,0.5856893,0.4986241,-0.1036205,0.5851184,0.07848795,0.1421941,0.809266,0.09396864
-0.4006566,0.3106714,1.240144,-0.3641286,0.5541362,1.20274,0.0953907,0.09999814,1.259336,0.2518309,0.293664,1.253988,-0.1740101,0.5923253,1.426798,0.1660936,0.492654,1.456121,-0.1122107,0.5729277,1.003015,0.1332776,0.5740563,0.9667874,-0.1216345,0.493435,0.5376562,0.2199539,0.5739784,0.5026166,-0.1035277,0.5848775,0.07839683,0.1457404,0.8000988,0.09892091
-0.4130713,0.3054793,1.244453,-0.3730322,0.5484332,1.207322,0.08562528,0.08879637,1.261824,0.2416932,0.2827876,1.257488,-0.180981,0.5869576,1.429669,0.1586147,0.4834186,1.459109,-0.115452,0.5733771,1.003581,0.1304643,0.5709609,0.9704512,-0.1231388,0.4951282,0.5379797,0.2179702,0.5633053,0.5064994,-0.1032171,0.5847604,0.07843868,0.1494583,0.7873313,0.1006338
-0.4239124,0.3007484,1.248013,-0.3810026,0.5432885,1.211387,0.07613572,0.07876375,1.263844,0.2323232,0.2726779,1.260466,-0.1874868,0.581494,1.432515,0.1516621,0.4744759,1.461904,-0.117877,0.5741387,1.004302,0.1283289,0.5679113,0.973936,-0.1243383,0.4969432,0.5385065,0.2136741,0.5533854,0.5097458,-0.1019282,0.5843109,0.07864416,0.1537473,0.7722313,0.09971701
-0.4344073,0.2959188,1.251,-0.3881996,0.5378784,1.214548,0.06692974,0.06908385,1.265313,0.2230239,0.2630829,1.262553,-0.1933672,0.5761746,1.434501,0.1450149,0.4656217,1.464292,-0.1196963,0.5751716,1.005008,0.1266607,0.5649964,0.9770278,-0.1249529,0.4999368,0.5388769,0.2078233,0.5443452,0.5123198,-0.1008099,0.5843422,0.07854918,0.1586969,0.7559287,0.09707613
-0.443408,0.2911821,1.252524,-0.3944051,0.5326846,1.216695,0.05786077,0.06007778,1.265695,0.214401,0.2537306,1.264167,-0.1988335,0.5707948,1.436024,0.1388573,0.4569255,1.466184,-0.120714,0.5765316,1.005126,0.1257272,0.5621724,0.9798521,-0.1260691,0.5018912,0.5389002,0.2004225,0.5380059,0.51423,-0.09941491,0.5840489,0.0783045,0.1649125,0.7396797,0.09271477
-0.4517937,0.2865148,1.252794,-0.3995994,0.5274725,1.217814,0.0490088,0.05116022,1.26488,0.2059325,0.2445083,1.265211,-0.203567,0.5658119,1.436691,0.13321,0.4484038,1.467557,-0.1215409,0.5780002,1.005192,0.1248157,0.5594338,0.9819121,-0.1269347,0.5033609,0.5389664,0.1941284,0.5312906,0.5156814,-0.09849365,0.583592,0.07813798,0.1701118,0.7218544,0.08822742
-0.45892,0.2807917,1.251586,-0.4039899,0.5213733,1.218245,0.03993583,0.04231234,1.262225,0.1972515,0.2353097,1.265747,-0.2077803,0.5608543,1.436759,0.1281189,0.4402463,1.468299,-0.1219053,0.5795295,1.005034,0.124246,0.5566745,0.9834601,-0.1274776,0.5040012,0.5389536,0.1885757,0.5251,0.5167354,-0.09763704,0.583322,0.07805616,0.1736862,0.7029714,0.08343595
-0.4652453,0.27455,1.248235,-0.4073919,0.5148968,1.218321,0.03108655,0.03332119,1.257736,0.1884064,0.2261677,1.26606,-0.2112974,0.556623,1.436522,0.1235762,0.432453,1.468666,-0.122096,0.5808336,1.004727,0.1237257,0.5537024,0.9843866,-0.1279341,0.5040063,0.5388628,0.1834307,0.5192482,0.5172511,-0.09680721,0.5828434,0.07796746,0.1754828,0.6838524,0.07855918
-0.4729635,0.2704307,1.244468,-0.4092897,0.509671,1.217669,0.02269896,0.02470714,1.251134,0.1799796,0.2171793,1.266163,-0.2137457,0.5532612,1.435999,0.1197868,0.4250663,1.468563,-0.1220863,0.5817606,1.004446,0.1233203,0.5507014,0.9847198,-0.1286122,0.503244,0.5388725,0.1783273,0.5140556,0.5171745,-0.09635609,0.5824343,0.07811537,0.1762478,0.6657415,0.07378367
-0.4792376,0.2644367,1.237968,-0.4102797,0.5027838,1.216899,0.01408047,0.01629589,1.243015,0.1707348,0.2085151,1.265814,-0.2155546,0.5507048,1.435054,0.1162658,0.4180249,1.468162,-0.1219857,0.5823434,1.003978,0.1229653,0.5477086,0.9845445,-0.1296527,0.5016397,0.5387954,0.1733279,0.5091695,0.5166281,-0.09611796,0.582069,0.07834425,0.176274,0.6499112,0.06964781
-0.4837948,0.2577947,1.229845,-0.4104916,0.4953856,1.21622,0.006146556,0.008603565,1.233853,0.1616476,0.2006153,1.264829,-0.2169291,0.5486348,1.434174,0.1133792,0.4114531,1.467371,-0.121524,0.5827482,1.003454,0.1229603,0.5450358,0.9838735,-0.1306308,0.4993331,0.5387769,0.1686566,0.5044564,0.5156509,-0.09606352,0.5816996,0.07874466,0.1735833,0.6380259,0.06649246
-0.4881066,0.2517193,1.220556,-0.4101895,0.4881783,1.215601,-0.001014634,0.002080112,1.224123,0.1531529,0.1936931,1.26318,-0.2177375,0.5467104,1.433183,0.1108501,0.405423,1.466125,-0.1210244,0.5822883,1.002733,0.1230866,0.5423956,0.9828188,-0.1316758,0.496367,0.5385454,0.1650402,0.499916,0.5144144,-0.09573864,0.5812099,0.07906856,0.1666108,0.6325893,0.0649662
-0.4908887,0.2468885,1.211249,-0.4093797,0.4821604,1.214691,-0.007050525,-0.003048007,1.214951,0.1458034,0.1881319,1.260718,-0.2181584,0.5448732,1.432194,0.1090759,0.3999915,1.464611,-0.1204993,0.5826858,1.001952,0.1230838,0.5400261,0.9813222,-0.1328209,0.4929143,0.5385345,0.1639675,0.4960316,0.5129631,-0.09530034,0.5805939,0.07971729,0.160211,0.6324056,0.0646369
-0.4929343,0.2441531,1.202651,-0.4079404,0.4779741,1.213246,-0.01266739,-0.006561871,1.20643,0.1394717,0.183886,1.257341,-0.2182022,0.5430985,1.431337,0.1078645,0.39511,1.462746,-0.1203035,0.5823528,1.000993,0.1228785,0.5377731,0.9796995,-0.1342946,0.4889295,0.5383451,0.1648309,0.4930661,0.5115023,-0.09467219,0.5798031,0.08032677,0.155743,0.6312343,0.06380233
-0.4930722,0.2420142,1.194919,-0.4065135,0.4749211,1.211365,-0.01749396,-0.008597078,1.199089,0.1347008,0.18089,1.25331,-0.2181273,0.5409366,1.430358,0.1070242,0.3907149,1.460707,-0.1201742,0.581906,0.9998614,0.122773,0.536122,0.9784446,-0.1360666,0.4846127,0.5380738,0.1659737,0.4912888,0.5103731,-0.0938395,0.5790192,0.08100379,0.1556647,0.6293664,0.06267156
-0.4922152,0.2411971,1.188534,-0.405057,0.4735644,1.208962,-0.02133902,-0.009673749,1.193217,0.131328,0.1790229,1.248849,-0.2178569,0.5388622,1.429185,0.1065512,0.3870146,1.458447,-0.1200689,0.5812814,0.9985905,0.1228316,0.5351046,0.9774895,-0.1377583,0.4802913,0.5376627,0.1672116,0.4908686,0.5094714,-0.09311588,0.5784262,0.08160868,0.1579401,0.6297439,0.06199405
-0.4923453,0.2434178,1.184023,-0.4032574,0.4748844,1.206273,-0.02425186,-0.00990642,1.188727,0.1292002,0.1781973,1.244207,-0.2172724,0.5370109,1.428434,0.1067098,0.3840971,1.456115,-0.1199113,0.5803545,0.9973966,0.1230747,0.5344175,0.9767613,-0.1391385,0.4760062,0.5372792,0.1692478,0.4903392,0.5089019,-0.09239984,0.5776518,0.08220515,0.1610885,0.6312565,0.06204167
-0.4907574,0.2431957,1.179705,-0.4022756,0.4747202,1.203701,-0.0259571,-0.009677995,1.185102,0.1280168,0.1781964,1.23991,-0.2170462,0.5349627,1.42701,0.1066934,0.3819455,1.454007,-0.1198247,0.5790316,0.9963334,0.123383,0.5341303,0.9760326,-0.1401036,0.4723262,0.5368021,0.1716013,0.4891404,0.5084663,-0.09160972,0.5770648,0.08261394,0.1641348,0.6325638,0.06239199
-0.4884968,0.2421457,1.1764,-0.4016392,0.4741867,1.201325,-0.02678582,-0.009122704,1.182245,0.127511,0.1787088,1.236286,-0.217149,0.5326949,1.425704,0.1068567,0.3805977,1.452203,-0.1196174,0.5776281,0.995436,0.123856,0.5340558,0.975426,-0.1406097,0.4690959,0.5363647,0.1731946,0.4881067,0.50807,-0.09102475,0.5766163,0.08294502,0.1653626,0.6330996,0.06250956
-0.48657,0.2403381,1.173926,-0.4015806,0.4729956,1.199533,-0.02720038,-0.00821124,1.180251,0.1275829,0.1794464,1.233499,-0.2173506,0.5305287,1.424378,0.1070293,0.3797068,1.450937,-0.1193994,0.5762739,0.9946052,0.1243613,0.534152,0.9749928,-0.1414281,0.4657521,0.5360575,0.1743037,0.4864801,0.5078735,-0.09023441,0.5760735,0.08349021,0.1648362,0.6326299,0.06272306
-0.4848714,0.2377273,1.172055,-0.4021008,0.4711042,1.198373,-0.02608704,-0.007615086,1.178449,0.1283674,0.1803205,1.231671,-0.2178694,0.5281449,1.423342,0.1073704,0.3794374,1.450114,-0.1193795,0.5750248,0.9940531,0.1246588,0.5344871,0.9745549,-0.1410881,0.4638466,0.5356489,0.1748912,0.4847895,0.5076779,-0.09011035,0.5760787,0.08352726,0.1635711,0.6318617,0.06287459
-0.4835654,0.2342906,1.17066,-0.4028013,0.468286,1.197711,-0.02394293,-0.007081444,1.176925,0.1296763,0.1813882,1.230674,-0.2184897,0.5259519,1.422455,0.1078368,0.3798172,1.44966,-0.1194047,0.5739093,0.9936715,0.1248729,0.5348806,0.9740905,-0.1407521,0.4625897,0.5352846,0.175196,0.4837121,0.5073822,-0.09005425,0.5762049,0.08347706,0.162055,0.6310974,0.06273258
-0.4822822,0.2302889,1.169869,-0.4035946,0.4649278,1.197461,-0.02101357,-0.006628428,1.175743,0.1315558,0.182458,1.230309,-0.2190023,0.5238132,1.421658,0.1085729,0.3806013,1.449437,-0.1197078,0.5731384,0.9933322,0.1247571,0.5354295,0.9735038,-0.1405281,0.4616485,0.5349625,0.1753403,0.483233,0.5069374,-0.09017658,0.5764143,0.08340709,0.1613139,0.6308503,0.06239192
